lambda,beta_age,beta_weight,beta_protein,rmse_train,rmse_test,r2_train,r2_test,mae_train,mae_test
42,8.15026004463083,0.5218855177420061,1.4295864348509948,5.712381748272624,7.07652242883699,0.7654628480716394,0.6595544349918496,4.5499893488899374,5.39880493313173
43,8.110081744027571,0.5233985000867034,1.4232882721795799,5.727930597659752,7.089067125508614,0.7641843109561558,0.6583463354360142,4.56331712018103,5.407397386736526
44,8.070301718565068,0.5248564878216695,1.417045178916797,5.743568868492977,7.1017084907544135,0.7628949155433815,0.6571267618249288,4.577267718126993,5.415901838488575
45,8.030914016082088,0.5262608812622038,1.410856438932509,5.759289833063926,7.114440706579681,0.7615951585126017,0.6558962271091671,4.591482758479456,5.424319644489726
46,7.991912803569304,0.527613041703144,1.4047213483941947,5.775087029699216,7.12725816757863,0.7602855202277374,0.6546552273149833,4.605897080732774,5.432652132916806
47,7.953292364175939,0.528914292656362,1.3986392155059,5.790954253277631,7.140155473674247,0.7589664653000694,0.6534042421323257,4.620344522211912,5.440900604741391
48,7.915047094306963,0.5301659210437075,1.3926093602537506,5.806885546038946,7.153127423088997,0.7576384431295122,0.6521437354802682,4.6346537860406105,5.449066334427302
49,7.877171500807591,0.5313691783472007,1.3866311141578418,5.822875188679791,7.166169005540668,0.7563018884253464,0.6508741560508198,4.648954069303009,5.458215378371951
50,7.839660198232055,0.532525281718196,1.380703820030313,5.838917691731636,7.179275395657574,0.7549572217072757,0.6495959378320342,4.663191435533845,5.467943013905988
51,7.80250790619368,0.5336354150471647,1.374826831739441,5.855007787215583,7.192441946607364,0.7536048497876374,0.648309500611295,4.677294829766008,5.477575561986475
52,7.765709446793432,0.5347007299956635,1.3689995139795679,5.871140420568435,7.2056641839337505,0.7522451662355507,0.6470152504596093,4.691266152135653,5.487114421869152
53,7.729259742124223,0.5357223469919941,1.3632212420467076,5.887310742834235,7.218937799595478,0.7508785518237593,0.6457135801977069,4.706076151557358,5.496560965275528
54,7.693153811848375,0.5367013561919883,1.3574914016196657,5.903514103115321,7.232258646201896,0.7495053749588807,0.6444048698447046,4.720771436864132,5.505916537071614
55,7.657386770845714,0.5376388184062911,1.3518093885465166,5.919746041276753,7.245622731439608,0.748125992095749,0.6430894870500576,4.735331000262343,5.515182455926547
56,7.621953826929905,0.5385357659954538,1.3461746086362865,5.936002280897913,7.259026212684687,0.7467407481365027,0.6417677875094905,4.7497567305817965,5.524360014951805
57,7.586850278630703,0.5393932037340909,1.3405864774557026,5.952278722464954,7.272465391795061,0.7453499768150422,0.6404401153655658,4.764050481447145,5.533450482321668
58,7.552071513039888,0.5402121096453057,1.335044420130854,5.96857143679774,7.2859367100777455,0.743954001067449,0.6391068035935195,4.778214072101543,5.54245510187561
59,7.517613003718773,0.5409934358065278,1.3295478711536437,5.984876658704901,7.299436743425681,0.7425531333889384,0.6377681743729638,4.792249288207084,5.551375093703168
60,7.483470308665196,0.5417381091278665,1.3240962741928834,6.001190780860625,7.312962197619038,0.7411476761778871,0.6364245394460326,4.8061578826228,5.560211654711944
61,7.449639068338035,0.5424470321040298,1.3186890819099146,6.017510347896823,7.326509903785963,0.7397379220674524,0.6350762004625132,4.81994157616095,5.5689659591792795
62,7.416115003737334,0.54312108354082,1.3133257557786235,6.033832050704355,7.340076814017808,0.7383241542452811,0.6337234493124924,4.833602058322303,5.577639159288156
63,7.382893914538231,0.5437611192571651,1.3080057659097337,6.05015272093703,7.353659997134024,0.736906646761782,0.6323665684470144,4.847140988011111,5.586232385647836
64,7.349971677276898,0.5443679727636171,1.302728590879255,6.066469325712222,7.367256634591994,0.7354856648274115,0.6310058311872297,4.860559994230413,5.5947467477997845
65,7.317344243586808,0.5449424559181986,1.297493717560983,6.08277896250196,7.380864016537191,0.73406146509941,0.6296415020224893,4.873860676758321,5.603183334709316
66,7.285007638483708,0.545485359560445,1.2923006409629285,6.099078854208477,7.394479537989142,0.7326342959583992,0.6282738368978259,4.887044606805877,5.611543215243464
67,7.252957958697707,0.545997454124461,1.2871488640675792,6.115366344418311,7.408100695158834,0.731204397775239,0.6269030834912345,4.900113327657088,5.61982743863552
68,7.221191371050989,0.5464794902317635,1.2820378976758875,6.131638892829145,7.4217250818932445,0.729772003168523,0.6255294814811574,4.913068355291692,5.6280370349366615
69,7.189704110879653,0.5469321992646641,1.2769672602548818,6.147894070843702,7.4353503862428685,0.728337337253073,0.6241532628045504,4.9259111789911945,5.636173015455112
70,7.1584924804983325,0.5473562939209048,1.271936477788809,6.164129557325104,7.448974387148139,0.7269006178797843,0.6227746519059023,4.938643261928725,5.6442363731832135
71,7.127552847706182,0.5477524687502349,1.266945083633707,6.180343134508287,7.462594951240834,0.7254620558671491,0.6213938659775513,4.951266041743189,5.652228083212802
72,7.096881644332973,0.5481214006735886,1.2619926183753263,6.1965326840621335,7.476210029756607,0.7240218552247805,0.6200111151916403,4.96378927340131,5.660149103139287
73,7.066475364824011,0.5484637494854947,1.2570786296902998,6.212696183297157,7.489817655554925,0.72258021336924,0.6186266029240263,4.976386925419109,5.668000373454744
74,7.036330564862669,0.5487801583403265,1.2522026722104844,6.2288317015136885,7.5034159402427925,0.7211373213324619,0.617240525970455,4.988877866045187,5.675782817930422
75,7.006443860029393,0.5490712542229753,1.2473643073903862,6.244937396485649,7.517003071398731,0.7196933639630525,0.615853074755295,5.001263455910891,5.683497343988954
76,6.976811924495997,0.549337648404504,1.2425631033775904,6.261011511075153,7.530577309893663,0.7182485201207347,0.6144644335331101,5.013545032435829,5.691144843066635
77,6.947431489754229,0.5495799368833204,1.2377986348861156,6.277052369973287,7.5441369873052855,0.7168029628641936,0.6130747805833459,5.025723910324474,5.698726190966034
78,6.918299343377498,0.5497987008123834,1.2330704830726174,6.293058376562568,7.557680503422864,0.7153568596325706,0.6116842883983844,5.037801382049985,5.7062422481992785
79,6.889412327814789,0.5499945069129415,1.2283782354153687,6.309028009896715,7.571206323839229,0.7139103724208407,0.6102931238652178,5.049778718325628,5.713693860322277
80,6.860767339215761,0.5501679078752739,1.2237214855959413,6.324959821793502,7.584712977627023,0.7124636579493018,0.6089014484409804,5.062008053668776,5.721081858260164
81,6.832361326286127,0.5503194427468947,1.2190998333835215,6.34085243403659,7.598199055096282,0.7110168678273925,0.607509418322563,5.074415169383174,5.728407058624248
82,6.80419128917233,0.5504496373086599,1.2145128845217932,6.356704535682359,7.611663205630522,0.7095701487120447,0.606117184610534,5.086860451874172,5.735670264020701
83,6.776254278374742,0.550559004439196,1.2099602506183185,6.372514880467909,7.625104135598587,0.7081236424607764,0.6047248934675739,5.0992038424577375,5.7428722633512495
84,6.748547393688423,0.550648044468061,1.2054415490363581,6.388282284316504,7.638520606339664,0.7066774862797105,0.6033326862716244,5.111446596335701,5.750013832106125
85,6.7210677831707155,0.5507172455180224,1.2009564027890627,6.404005622936862,7.651911432218865,0.7052318128667098,0.6019406997639489,5.123589948030502,5.757095732649484
86,6.693812642134817,0.5507670838368318,1.1965044404359797,6.419683829512833,7.665275478750939,0.7037867505497994,0.6005490661922859,5.135635111812283,5.764118714497522
87,6.6667792121686045,0.550798024118855,1.1920852959818182,6.435315892480083,7.678611660789699,0.7023424234210525,0.5991579134492766,5.147749871283085,5.771083514589527
88,6.639964780177947,0.5508105198169041,1.1876986087774084,6.450900853386578,7.691918940780895,0.7008989514660969,0.5977673652063362,5.159769276465189,5.777990857552055
89,6.613366677453811,0.5508050134446073,1.1833440234228079,6.466437804833704,7.7051963270762736,0.6994564506894038,0.5963775410431338,5.171692748289885,5.784841455956439
90,6.586982278762449,0.5507819368696358,1.1790211896724974,6.48192588849503,7.718442872306669,0.6980150332355057,0.5949885565728381,5.183521438588158,5.7916360105698335
91,6.560809001458016,0.5507417115980985,1.1747297623426127,6.4973642932098,7.731657671812088,0.6965748075062912,0.5936005235632804,5.195256480699937,5.79837521059998
92,6.534844304616968,0.5506847490504008,1.1704694012201682,6.512752253148334,7.744839862126711,0.6951358782745126,0.5922135500541832,5.206898989846145,5.805059733933874
93,6.509085688193611,0.5506114508288543,1.1662397709742116,6.5280890460466345,7.757988619516936,0.6936983467936435,0.5908277404705883,5.218450063491727,5.811690247370505
94,6.483530692196197,0.550522208977314,1.162040541068878,6.5433739915076,7.771103158570554,0.692262310904211,0.5894431957326256,5.230328598960105,5.8183555849554764
95,6.45817689588299,0.5504174062331084,1.1578713856782783,6.5586064493663265,7.784182730835263,0.690827865136728,0.5880600133617468,5.2421456376393,5.826772589151846
96,6.433021916977728,0.5502974162715158,1.153731983603193,6.573785818117054,7.797226623504761,0.689395100811346,0.5866782875835513,5.253953479231732,5.835122086777369
97,6.408063410903946,0.5501626039430371,1.1496220181895176,6.588911533399457,7.810234158150758,0.6879641061343384,0.5852981094273214,5.265707723047305,5.843404891347488
98,6.383299070037613,0.5500133255036992,1.145541177248421,6.603983066542014,7.8232046894992555,0.6865349662915272,0.5839195668223833,5.27740779920587,5.851621803288995
99,6.358726622977588,0.5498499288386198,1.1414891529781728,6.618999923160281,7.836137604249549,0.6851077635387581,0.5825427446914042,5.289612672796606,5.859773610203506
100,6.334343833833381,0.5496727536790522,1.1374656418876015,6.633961641808016,7.84903231993442,0.6836825772895261,0.5811677250407303,5.30201316339515,5.867861087124553
101,6.310148501529767,0.5494821318131238,1.1334703447211443,6.648867792679111,7.861888283820072,0.6822594841998469,0.5797945870478693,5.314318846692707,5.875884996768503
102,6.286138459127751,0.5492783872904711,1.129502966385446,6.66371797635844,7.874704971844403,0.6808385582504719,0.5784234071462157,5.326530812597538,5.883846089779449
103,6.262311573161465,0.5490618366209724,1.1255632158774769,6.678511822619734,7.887481887592248,0.6794198708265344,0.5770542591071115,5.33865013427275,5.891745104968264
104,6.2386657429905465,0.548832788967763,1.121650806214127,6.693248989268706,7.90021856130628,0.6780034907947163,0.5756872141193379,5.350677868458584,5.899582769545967
105,6.215198900167577,0.5485915463347207,1.1177654543632454,6.70792916102971,7.912914548932327,0.6765894845780173,0.574322340866119,5.362615055787236,5.907359799351569
106,6.191909007820172,0.5483384037485968,1.1139068811760866,6.722552048474286,7.925569431197857,0.6751779162282092,0.5729597055997286,5.374462721090427,5.915076899074547
107,6.168794060047332,0.548073649435964,1.1100748113211372,6.737117386989975,7.938182812722488,0.6737688474960528,0.5715993722137769,5.386221873699914,5.92273476247208
108,6.145852081329659,0.5477975649951433,1.1062689732192825,6.751624935787893,7.95075432115936,0.6723623378993511,0.5702414023132562,5.397893507741122,5.930334072581223
109,6.123081125953075,0.5475104255632736,1.1024890989802867,6.7660744769475905,7.9632836063663,0.6709584447889116,0.568885855282423,5.409478602420104,5.9378755019261265
110,6.100479277445681,0.5472124999786717,1.098734924340555,6.780465814497772,7.975770339605717,0.6695572234124909,0.5675327883505868,5.420978122303967,5.945359712720444
111,6.078044648027397,0.5469040509386354,1.0950061886021463,6.794798773531518,7.988214212772213,0.6681587269767807,0.5661822566558756,5.432393017594988,5.952787357065074
112,6.055775378072063,0.546585335152829,1.0913026345730066,6.80907319935471,8.000614937646937,0.6667630067075088,0.564834313307047,5.443909643108528,5.960159077141335
113,6.033669635581648,0.5462566034923906,1.087624008508401,6.823288956666369,8.012972245177714,0.6653701119077109,0.5634890094434093,5.455573597111788,5.967475505399723
114,6.011725615672266,0.5459181011348948,1.0839700600535074,6.837445928769736,8.025285884784099,0.6639800900142369,0.5621463942929128,5.467388555106519,5.974737264744351
115,5.989941540071685,0.5455700677052978,1.0803405421871517,6.8515440168129,8.037555623686384,0.6625929866525473,0.5608065152284769,5.4792539041740405,5.981944968713188
116,5.968315656628027,0.5452127374129891,1.0767352111666548,6.865583139057873,8.049781246257814,0.661208845689857,0.5594694178226041,5.491033862185257,5.989099221654227
117,5.946846238829364,0.5448463391850719,1.0731538264737712,6.879563230177012,8.06196255339913,0.6598277092866809,0.5581351459003436,5.502729352757439,5.99620061889766
118,5.925531585333934,0.5444710967959844,1.0695961507616847,6.893484240575783,8.074099361934673,0.65844961794683,0.5568037415906542,5.514341286161721,6.003249746924187
119,5.90437001951071,0.5440872289935766,1.0660619498030461,6.907346135740853,8.08619150402929,0.6570746105659123,0.5554752453762204,5.525870559564611,6.0102471835295574
120,5.883359888990028,0.5436949496217498,1.0625509924390282,6.921148895612545,8.098238826625328,0.6557027244783844,0.5541496961417709,5.5373180572642555,6.0171934979854385
121,5.8624995652240575,0.5432944677397619,1.0590630505293674,6.934892513980766,8.110241190898984,0.6543339955032006,0.5528271312209501,5.548684650921567,6.024089251196699
122,5.841787443056818,0.542885987738301,1.055597898903379,6.948576997903498,8.122198471735349,0.6529684579881039,0.5515075864417858,5.559971199786382,6.030934995855219
123,5.82122194030354,0.5424697094524261,1.0521553153119203,6.962202367146999,8.13411055722149,0.6516061448526056,0.5501910961708032,5.571178550918734,6.037731276590301
124,5.800801497339104,0.5420458282714634,1.0487350803802782,6.975768653646927,8.145977348156944,0.6502470876296899,0.5488776933558228,5.582307539405396,6.044478630115771
125,5.780524576695345,0.5416145352459574,1.0453369775619645,6.989275900989565,8.157798757580993,0.6488913165062901,0.5475674095674892,5.5933589885718025,6.051177585373876
126,5.760389662666989,0.5411760171917577,1.041960793093396,7.002724163912413,8.16957471031618,0.6475388603625694,0.5462602750395691,5.604333710189451,6.0578286636760055
127,5.74039526092602,0.5407304567913311,1.038606315949444,7.01611350782342,8.18130514252744,0.646189746810049,0.5449563187080573,5.615232504678923,6.064432378840405
128,5.720539898144248,0.54027803269238,1.0352733377998233,7.029444008338133,8.192990001296355,0.6448440022286179,0.5436555682491309,5.626056161308606,6.070989237326851
129,5.700822121623887,0.5398189196038449,1.0319616529663176,7.042715750834139,8.204629244209979,0.6435016518024572,0.5423580501159828,5.636805458389233,6.077499738368469
130,5.681240498935941,0.5393532883893741,1.0286710583808103,7.055928830022104,8.216222838963725,0.6421627195549184,0.5410637895745799,5.6474996041438,6.084217748794772
131,5.661793617566212,0.5388813061583257,1.0254013535441084,7.06908334953281,8.227770762977855,0.640827228382383,0.5397728107383648,5.658370384446875,6.0912691241583925
132,5.64248008456872,0.5384031363543822,1.0221523404855413,7.082179421519608,8.239273003027053,0.6394952000871377,0.5384851366019512,5.669388045608717,6.098271659941457
133,5.623298526226388,0.5379189388418447,1.018923823723319,7.0952171662756784,8.250729554882682,0.6381666554092961,0.5372007890738297,5.680414767101811,6.105225864253159
134,5.604247587718784,0.5374288699896735,1.0157156102256277,7.108196711865583,8.262140422967239,0.6368416140577953,0.5359197890081245,5.691561654406753,6.112132238146079
135,5.5853259327967635,0.5369330827533407,1.0125275093724575,7.12111819377054,8.27350562002062,0.6355200947404969,0.534642156235427,5.702742507889136,6.118991275738792
136,5.566532243463845,0.536431726754558,1.009359332918132,7.133981754546948,8.284825166777773,0.6342021151934192,0.533367909592733,5.713848265245335,6.125803464335947
137,5.547865219664145,0.5359249483589441,1.0062108949545396,7.146787543497643,8.296099091657341,0.6328876922091277,0.532097066952515,5.725055225447893,6.132569284545821
138,5.529323578976737,0.5354128907516842,1.003082011875038,7.159535716355422,8.307327430460932,0.6315768416643102,0.5308296452509562,5.7362718639392165,6.139289210395449
139,5.510906056316246,0.5348956940112464,0.9999725023390297,7.172226434978388,8.318510226082633,0.6302695785465603,0.5295656605153658,5.747500680797212,6.145963709443393
140,5.492611403639566,0.5343734951812056,0.9968821872371826,7.1848598670566615,8.329647528228445,0.628965916980395,0.5283051278908104,5.75873599559656,6.1525932428901555
141,5.474438389658536,0.5338464283402312,0.9938108896572914,7.197436185830056,8.34073939314526,0.6276658702525282,0.5270480616659767,5.769897045760969,6.159178265686364
142,5.4563857995584195,0.5333146246702893,0.9907584348507609,7.209955569816309,8.351785883359067,0.6263694508364221,0.5257944752982951,5.780984568639397,6.165719226638724
143,5.438452434722093,0.532778212523111,0.987724650199699,7.2224182025494565,8.362787067422106,0.6250766704161433,0.5245443814383428,5.79199929180632,6.172216568513828
144,5.4206371124597545,0.5322373174849756,0.9847093651846086,7.234824272328026,8.373743019668607,0.6237875399095357,0.5232977919535506,5.802941933223909,6.178670728139843
145,5.4029386657440694,0.5316920624398545,0.9817124113526617,7.247173971972626,8.384653819978865,0.6225020694907404,0.5220547179512329,5.813848120693953,6.185082136506162
146,5.385355942950597,0.5311425676309649,0.9787336222865493,7.259467498592647,8.395519553551333,0.6212202686120742,0.5208151698009632,5.824772014247522,6.1928418795812465
147,5.367887807603387,0.5305889507207752,0.975772833573888,7.271705053361684,8.406340310682495,0.6199421460252927,0.5195791571563129,5.8356251042561516,6.200598045335185
148,5.350533138125624,0.5300313268495049,0.9728298827771783,7.28388684130141,8.417116186554232,0.6186677098022499,0.5183466889759727,5.846545650917528,6.208303293781212
149,5.3332908275951985,0.5294698086921636,0.9699046094042995,7.296013071073555,8.427847281028424,0.6173969673549775,0.5171177735442779,5.857549647231688,6.215958126838467
150,5.316159783505104,0.528904506514167,0.9669968548795287,7.308083954779708,8.438533698448548,0.6161299254551991,0.5158924184911517,5.868688003714439,6.223563039823249
151,5.299138927528525,0.5283355282255706,0.9641064625150789,7.320099707768659,8.449175547448062,0.6148665902532947,0.5146706308114848,5.879804592685127,6.231118521557669
152,5.282227195288537,0.5277629794339584,0.9612332774831382,7.332060548451004,8.459772940765273,0.6136069672967345,0.5134524168839711,5.890850297513425,6.238625054476158
153,5.265423536132289,0.5271869634960232,0.9583771467884065,7.34396669812074,8.470325995064565,0.6123510615479959,0.5122377824894107,5.901825796982198,6.2460831147298785
154,5.24872691290958,0.5266075815678777,0.9555379192411125,7.355818380783604,8.480834830763692,0.611098877401979,0.5110267328285003,5.912731761197604,6.253493172289086
155,5.232136301755735,0.5260249326541242,0.9527154454305083,7.367615822991902,8.491299571866966,0.609850418702937,0.5098192725391244,5.923568851727881,6.2608556910434885
156,5.2156506918786505,0.5254391136557239,0.9499095776988286,7.379359253685619,8.50172034580416,0.6086056887609317,0.5086154057131604,5.934337721739485,6.268171128900649
157,5.199269085349969,0.5248502194166953,0.9471201701157013,7.391048904039535,8.512097283274883,0.6073646903678335,0.5074151359128153,5.9450390161306,6.275439937882476
158,5.1829904969002385,0.5242583427696715,0.9443470784530085,7.402685007316164,8.52243051809829,0.606127425812875,0.506218466186505,5.955673371662111,6.282662564219853
159,5.166813953718001,0.5236635745803507,0.9415901601601817,7.4142677987243015,8.532720187067925,0.6048938968977728,0.5050253990842911,5.966241417086081,6.289839448445425
160,5.1507384952527016,0.5230660037908677,0.9388492743399263,7.425797515282966,8.542966429811527,0.6036641049514299,0.503835936672887,5.976743773271798,6.296971025484617
161,5.134763173021352,0.522465717462116,0.936124281724364,7.437274395690549,8.553169388655634,0.6024380508442293,0.5026500805502466,5.987181053329424,6.304057724744898
162,5.118887050418847,0.5218628008150475,0.9334150446515886,7.44869868019897,8.56332920849484,0.6012157350019356,0.5014678318597481,5.997643755035005,6.3110999702033395
163,5.103109202531864,0.5212573372709796,0.9307214270426227,7.460070610492683,8.573446036665512,0.5999971574192083,0.5002891913039829,6.00808146175413,6.318098180492511
164,5.087428715956272,0.5206494084909328,0.9280432943787703,7.471390429572329,8.583520022823857,0.5987823176727446,0.49911415915816393,6.018455173715809,6.325052768984743
165,5.0718446886179525,0.5200390944140266,0.9253805136793553,7.482658381642885,8.593551318828169,0.5975712149340592,0.4979427352831609,6.028765480031471,6.331964143874787
166,5.056356229596973,0.5194264732949598,0.9227329534798411,7.493874712006152,8.603540078625144,0.5963638479819113,0.49677491913817606,6.039012962574694,6.338832708260926
167,5.040962458955049,0.5188116217405953,0.9201004838103187,7.505039666957399,8.613486458140068,0.5951602152143911,0.49561070979307,6.049198196092463,6.345658860224557
168,5.025662507566193,0.5181946147456771,0.917482976174364,7.516153493686053,8.623390615170848,0.5939603146606726,0.494450105940346,6.059321748314376,6.352442992908283
169,5.01045551695052,0.5175755257277004,0.9148803035282478,7.527216440180245,8.633252709285639,0.5927641439924447,0.4932931059068061,6.06938418005984,6.359185494592539
170,4.995340639111095,0.5169544265609568,0.9122923402604991,7.53822875513512,8.64307290172407,0.5915717005350285,0.4921397076648828,6.079475367269066,6.365925357530421
171,4.980317036373812,0.5163313876097771,0.9097189621718098,7.549190687864727,8.652851355301824,0.5903829812781898,0.49098990884366356,6.089550793514062,6.373119186953909
172,4.965383881230182,0.5157064777609912,0.9071600464552776,7.560102488217415,8.662588234318594,0.5891979828866551,0.48984370673960753,6.099566031480924,6.380269381233984
173,4.950540356183021,0.515079764455627,0.9046154716769792,7.570964406494545,8.672283704469171,0.588016701710341,0.4887010983269723,6.1095487709584315,6.387376337689619
174,4.935785653594932,0.5144513137198671,0.902085117756865,7.581776693372467,8.68193793275767,0.5868391337943033,0.487562080267951,6.119695737542003,6.394440448812856
175,4.9211189755395495,0.5138211901952824,0.8995688659499742,7.592539599827586,8.691551087414718,0.5856652748884144,0.4864266489225336,6.12978269223148,6.4014621023421485
176,4.906539533655478,0.5131894571683615,0.8970665988279599,7.603253377064456,8.701123337817549,0.584495120456776,0.48529480035809813,6.139810167836097,6.408441681334358
177,4.892046549002865,0.512556176599354,0.8945782002609194,7.613918276446741,8.710654854412882,0.5833286656868775,0.4841665303587378,6.149778690852692,6.41537956423546
178,4.877639251922563,0.5119214091504456,0.8921035553995232,7.624534549430999,8.720145808642505,0.5821659054985011,0.483041834434335,6.159688781559248,6.422276124949943
179,4.863316881897809,0.5112852142132803,0.8896425506574418,7.635102447503137,8.729596372871486,0.5810068345523878,0.4819207078293857,6.169540954106795,6.4291317329089805
180,4.849078687418393,0.5106476499358497,0.8871950736940543,7.645622222117466,8.739006720318876,0.5798514472586658,0.48080314553158465,6.179335716609666,6.435946753137347
181,4.834923925847236,0.5100087732487616,0.884761013397446,7.656094124638272,8.748377024990903,0.5786997377850502,0.479689142280174,6.189073571234163,6.442721546319158
182,4.820851863289351,0.5093686398909071,0.8823402598676785,7.66651840628378,8.757707461616496,0.5775517000648193,0.4785786925740664,6.198755014285651,6.449456468862413
183,4.806861774463123,0.5087273044345386,0.8799327044003352,7.67689531807247,8.766998205585109,0.5764073278045745,0.4774717906797451,6.208380536294139,6.456151872962406
184,4.7929529425738595,0.5080848203097758,0.8775382394703323,7.687225110771613,8.776249432886754,0.57526661449179,0.47636843063894996,6.217950622098335,6.46280810666398
185,4.779124659189589,0.5074412398285518,0.8751567587159902,7.697508034847987,8.785461320054164,0.5741295534021569,0.4752686062761535,6.227465750928251,6.469425513922704
186,4.7653762241190165,0.5067966142080161,0.8727881569233666,7.707744340420672,8.794634044107054,0.5729961376067283,0.47417231120583325,6.236926396486358,6.4760044346649535
187,4.751706945291636,0.506150993593406,0.8704323300108359,7.717934277215864,8.803767782498339,0.5718663599788701,0.4730795388395479,6.246333027027343,6.482545204846934
188,4.738116138639924,0.5055044270803992,0.8680891750139197,7.7280780945236245,8.812862713062325,0.5707402132010244,0.4719902823928175,6.25568610543647,6.489048156512673
189,4.724603127983602,0.5048569627369638,0.86575859007036,7.738176041156494,8.821919013964752,0.5696176897712888,0.47090453489182127,6.264986089306596,6.495513617850975
190,4.711167244915886,0.5042086476247138,0.863440474405429,7.748228365409932,8.830936863654658,0.5684987820098168,0.46982228917990976,6.274357849686526,6.501941913251409
191,4.697807828691727,0.5035595278197859,0.8611347283174753,7.758235315024459,8.839916440817982,0.5673834820650472,0.4687435379239413,6.283741610391657,6.508333363359303
192,4.684524226117964,0.5029096484332479,0.8588412531636965,7.768197137149521,8.848857924332874,0.5662717819197615,0.4676682736204467,6.2930725867456925,6.514688285129786
193,4.671315791445381,0.5022590536310493,0.8565599513461404,7.7781140783089295,8.857761493226642,0.5651636733969796,0.46659648860162595,6.302351224373647,6.521006991880891
194,4.658181886262605,0.5016077866535278,0.8542907262979244,7.787986384367889,8.866627326634271,0.5640591481656956,0.4655281750411827,6.311577963881417,6.52728979334575
195,4.645121879391827,0.5009558898344807,0.8520334824696754,7.797814300501514,8.875455603758496,0.5629581977464562,0.4644633249599991,6.32075324092648,6.533536995723878
196,4.632135146786298,0.5003034046198123,0.8497881253161792,7.8075980711648,8.884246503831342,0.5618608135167914,0.4634019302316582,6.329877486287403,6.5397489017315875
197,4.619221071429573,0.4996503715857672,0.8475545612832428,7.817337940063987,8.893000206077112,0.5607669867164955,0.46234398258781506,6.338951125932178,6.545925810651534
198,4.606379043236461,0.4989968304567617,0.8453326977947585,7.82703415012928,8.901716889676743,0.5596767084527654,0.4612894736234233,6.347974581085414,6.552068018381408
199,4.593608458955649,0.49834282012281983,0.843122443239973,7.836686943488861,8.910396733733535,0.558589969705201,0.46023839480181794,6.356948268294397,6.558175817481825
200,4.5809087220739695,0.4976883786566257,0.8409237069609526,7.846296561444154,8.919039917240152,0.5575067613306686,0.4591907374596621,6.3658725994940495,6.56424949722336
201,4.568279242722283,0.4970335433302014,0.8387363992402441,7.855863244446292,8.92764661904689,0.5564270740680342,0.4581464928117588,6.374747982070792,6.570289343632827
202,4.5557194375829315,0.49637835063121866,0.8365604312887249,7.865387232073765,8.936217017831163,0.5553508985427664,0.4571056519557304,6.38357481892537,6.576295639538754
203,4.543228729798739,0.49572283627895336,0.8343957152336434,7.87486876301117,8.94475129206817,0.5542782252714162,0.45606820587657393,6.3923535085346135,6.582268664616104
204,4.530806548883539,0.49506703523989193,0.8322421641068404,7.884308075029052,8.953249620002678,0.5532090446659745,0.45503414545109,6.401084445012191,6.588208695430234
205,4.5184523306341795,0.4944109817429971,0.8300996918331544,7.893705404964787,8.96171217962193,0.5521433470381116,0.4540034614521924,6.409768018168353,6.594116005480123
206,4.506165517043987,0.4937547092946421,0.8279682132190028,7.903060988704467,8.970139148629611,0.5510811226033014,0.45297614455309987,6.418404613568707,6.599990865240896
207,4.493945556217673,0.4930982506932204,0.8258476439411377,7.912375061165757,8.978530704420828,0.5500223614848336,0.45195218533141535,6.4269946125920026,6.6058335422056045
208,4.481791902287626,0.49244163804343893,0.8237379005355738,7.921647856281675,8.986887024058115,0.5489670537177173,0.45093157427309183,6.435538392487001,6.611644300926352
209,4.469704015331597,0.4917849027703034,0.8216389003866843,7.930879606985288,8.995208284248367,0.5479151892524772,0.4499143017762922,6.444036326428403,6.61742340305471
210,4.457681361291717,0.4911280756327997,0.8195505617164618,7.940070545195258,9.003494661320747,0.5468667579588482,0.4489003581551422,6.452488783571863,6.623171107381486
211,4.445723411894858,0.4904711867372839,0.8174728035739431,7.949220901802232,9.011746331205456,0.5458217496293681,0.4478897336433829,6.460896129108131,6.6288876698758274
212,4.433829644574273,0.4898142655505822,0.8154055458247917,7.958330906656031,9.019963469413396,0.5447801539828729,0.44688241839792153,6.4692587243162905,6.634573343723682
213,4.4219995423925225,0.4891573409128109,0.8133487091410379,7.967400788553624,9.02814625101668,0.5437419606678957,0.4458784025022863,6.477576926616161,6.640228379365645
214,4.410232593965649,0.48850044104992224,0.8113022149909744,7.976430775227829,9.036294850629949,0.5427071592659753,0.44487767596998684,6.485851089619848,6.645853024534167
215,4.398528293388571,0.4878435935859829,0.8092659856292009,7.985421093336759,9.044409442392467,0.5416757392948712,0.4438802287477829,6.494081563182474,6.651447524290172
216,4.386886140161689,0.48718682555518944,0.8072399440868191,7.994371968453939,9.05249019995102,0.5406476902116932,0.4428860507188622,6.502268693452088,6.657012121059074
217,4.375305639118665,0.4865301634136298,0.8052240141617727,8.0032836250591,9.060537296443506,0.5396230014159431,0.4418951317059324,6.510412822918779,6.6626014151107515
218,4.363786300355359,0.4858736330507947,0.8032181204093334,8.012156286529612,9.068550904483265,0.5386016622524756,0.4409074614742281,6.518514290463027,6.668538590092855
219,4.352327639159916,0.4852172598008446,0.8012221881327246,8.020990175132535,9.076531196144105,0.5375836620143752,0.43992302973443453,6.526573431403255,6.674444255787156
220,4.340929175943944,0.4845610684536397,0.7992361433738866,8.029785512017284,9.084478342945971,0.5365689899457555,0.4389418261455318,6.534590577542664,6.680318663097569
