,grado,lambda,MSE_entrenamiento_OLS,MSE_entrenamiento_ridge,MSE_prueba_OLS,MSE_prueba_ridge
31,1.0,0.31,1.2986975515837036,1.3090790637655034,2.6517024948013024,2.3540237371452575
32,1.0,0.32,1.2986975515837036,1.3097308472362,2.6517024948013024,2.3455798983631237
33,1.0,0.33,1.2986975515837036,1.3104007358818326,2.6517024948013024,2.337202330643203
34,1.0,0.34,1.2986975515837036,1.311088588352125,2.6517024948013024,2.3288905221649987
35,1.0,0.35000000000000003,1.2986975515837036,1.3117942647193561,2.6517024948013024,2.3206439661756733
36,1.0,0.36,1.2986975515837036,1.312517626460325,2.6517024948013024,2.312462160928613
37,1.0,0.37,1.2986975515837036,1.3132585364385814,2.6517024948013024,2.3043446096229054
38,1.0,0.38,1.2986975515837036,1.3140168588869237,2.6517024948013024,2.2962908203436396
39,1.0,0.39,1.2986975515837036,1.3147924593901559,2.6517024948013024,2.288300306003049
40,1.0,0.4,1.2986975515837036,1.3155852048680992,2.6517024948013024,2.2803725842825213
41,1.0,0.41000000000000003,1.2986975515837036,1.3163949635588517,2.6517024948013024,2.272507177575397
42,1.0,0.42,1.2986975515837036,1.3172216050023013,2.6517024948013024,2.264703612930571
43,1.0,0.43,1.2986975515837036,1.3180650000238714,2.6517024948013024,2.256961421996922
44,1.0,0.44,1.2986975515837036,1.3189250207185201,2.6517024948013024,2.2492801409684438
45,1.0,0.45,1.2986975515837036,1.319801540434955,2.6517024948013024,2.2416593105302445
46,1.0,0.46,1.2986975515837036,1.3206944337600952,2.6517024948013024,2.2340984758052205
47,1.0,0.47000000000000003,1.2986975515837036,1.3216035765037515,2.6517024948013024,2.2265971863014977
48,1.0,0.48,1.2986975515837036,1.3225288456835314,2.6517024948013024,2.2191549958606216
49,1.0,0.49,1.2986975515837036,1.3234701195099616,2.6517024948013024,2.211771462606444
50,1.0,0.5,1.2986975515837036,1.324427277371834,2.6517024948013024,2.204446148894715
51,1.0,0.51,1.2986975515837036,1.325400199821754,2.6517024948013024,2.197178621263387
52,1.0,0.52,1.2986975515837036,1.3263887685618998,2.6517024948013024,2.1899684503836103
53,1.0,0.53,1.2986975515837036,1.327392866429998,2.6517024948013024,2.1828152110113535
54,1.0,0.54,1.2986975515837036,1.3284123773854812,2.6517024948013024,2.175718481939768
55,1.0,0.55,1.2986975515837036,1.3294471864958655,2.6517024948013024,2.1686778459521188
56,1.0,0.56,1.2986975515837036,1.3304971799233045,2.6517024948013024,2.1616928897754457
57,1.0,0.5700000000000001,1.2986975515837036,1.3315622449113522,2.6517024948013024,2.1547632040347717
58,1.0,0.58,1.2986975515837036,1.3326422697719025,2.6517024948013024,2.147888383208004
59,1.0,0.59,1.2986975515837036,1.3337371438723185,2.6517024948013024,2.1410680255814163
60,1.0,0.6,1.2986975515837036,1.3348467576227527,2.6517024948013024,2.1343017332057244
61,1.0,0.61,1.2986975515837036,1.3359710024636295,2.6517024948013024,2.127589111852803
62,1.0,0.62,1.2986975515837036,1.3371097708533273,2.6517024948013024,2.1209297709729285
63,1.0,0.63,1.2986975515837036,1.3382629562560198,2.6517024948013024,2.114323323652627
